pic_ID,symbol_word,utterance_lemmas
Impressionism/henri-catargi/landscape-from-caseres-spain-1971.jpg,humor,"['A', 'maze', 'of', 'house', ',', 'the', 'horse', 'is', 'saying', ':', 'How', 'do', 'I', 'get', 'to', 'the', 'top', '?', 'I', 'did', 'laugh', 'when', 'I', 'saw', 'the', 'horse', ',', 'I', 'feel', 'humor..']"
Realism/vasily-tropinin/tuchkov-alexey-the-hero-of-1812-the-father-of-the-decembrist-alexei-tuchkova-1843.jpg,humor,"['This', 'gentleman', 'look', 'very', 'distinguished', '.', 'His', 'face', 'is', 'very', 'open', 'and', 'good-humored', '.']"
Romanticism/gheorghe-tattarescu/marioara-the-daughter-of-the-painter.jpg,humor,"['The', 'size', 'of', 'the', 'body', 'resembles', 'a', 'baby', 'yet', 'the', 'face', 'resembles', 'a', 'middle', 'aged', 'man', 'which', 'seems', 'humorous', '.']"
Romanticism/george-frederick-watts/dorothy-tennant-later-lady-stanley(1).jpg,humor,"['This', 'painting', 'ha', 'a', 'very', 'serious', 'feel', 'to', 'it', 'and', 'the', 'squirrel', 'in', 'her', 'hand', 'lightens', 'thing', 'up', 'and', 'brings', 'humor', '.']"
Naive_Art_Primitivism/pablo-picasso/sebastia-junyer-vidal-as-matador-1903.jpg,humor,"['The', 'huge', 'forehead', 'give', 'a', 'humorous', 'touch', 'to', 'this', 'picture', '.']"
Art_Nouveau_Modern/leon-bakst/scheherazade-negre-argent-1910.jpg,humor,"['This', 'happy', 'looking', 'person', 'sort', 'of', 'rub', 'off', 'on', 'me', '.', 'It', 'give', 'me', 'a', 'feeling', 'of', 'humor', '.']"
Naive_Art_Primitivism/niko-pirosmani/sitting-yellow-lion.jpg,humor,"['This', 'lion', ""'s"", 'facial', 'expression', 'is', 'humorous', 'and', 'doe', 'not', 'resemble', 'a', 'real', 'lion', '.']"
Expressionism/ernst-ludwig-kirchner/three-nudes.jpg,humor,"['This', 'is', 'interesting', 'the', 'color', 'are', 'okay', 'I', 'find', 'humor', 'in', 'the', 'artist', 'with', 'the', 'hand', 'on', 'the', 'butt', 'I', 'am', 'not', 'sure', 'why', 'that', 'make', 'me', 'smile']"
Art_Nouveau_Modern/koloman-moser/happy-editing-illustration-with-self-portrait.jpg,humor,"['Looks', 'very', 'modern', 'and', 'abstract', 'with', 'a', 'bit', 'of', 'humor', '.']"
Pop_Art/stanley-pinker/god-dog.jpg,humor,"['I', 'like', 'the', 'humor', 'of', 'the', 'piece', 'a', 'well', 'a', 'the', 'bold', 'color', '.']"
