pic_ID,symbol_word,utterance_lemmas
Realism/valentin-serov/winter-in-abramtsevo-1886.jpg,adventure,"['The', 'sun', 'break', 'through', 'the', 'blue', 'sky', 'and', 'is', 'reflected', 'off', 'the', 'piled', 'up', 'snow', ',', 'lending', 'an', 'air', 'of', 'outdoor', 'adventure', 'and', 'a', 'home', 'in', 'the', 'distance', 'to', 'provide', 'a', 'welcome', 'back', '.']"
Impressionism/john-singer-sargent/unloading-boats-in-venice-1904.jpg,adventure,"['The', 'bright', 'color', 'make', 'it', 'look', 'sunny', 'and', 'make', 'me', 'think', 'of', 'going', 'on', 'an', 'adventure', '.']"
Romanticism/thomas-moran/the-juniata-evening-1864.jpg,adventure,"['The', 'valley', 'look', 'unexplored', 'and', 'ready', 'for', 'adventure', '!']"
Realism/vincent-van-gogh/farmhouses-in-loosduinen-near-the-hague-at-twilight-1883(1).jpg,sport,"['The', 'sky', 'look', 'like', 'a', 'lemon-lime', 'flavored', 'sport', 'energy', 'drink']"
Impressionism/william-merritt-chase/sailboat-at-anchor.jpg,adventure,"['This', 'reminds', 'me', 'of', 'seeking', 'new', 'opportunites', 'and', 'adventure', '.', 'Even', 'if', 'the', 'weather', 'is', 'bad', '.']"
Impressionism/john-henry-twachtman/fishing-boats-at-gloucester.jpg,adventure,"['The', 'boat', 'in', 'the', 'harbor', 'look', 'like', 'they', 'are', 'ready', 'for', 'adventure', '.']"
Realism/konstantinos-volanakis/the-fishnet.jpg,adventure,"['It', 'look', 'like', 'the', 'sailboat', 'is', 'about', 'to', 'sail', 'off', 'onto', 'some', 'sort', 'of', 'grand', 'adventure', '.']"
Impressionism/piet-mondrian/moored-ships-sun.jpg,adventure,"['A', 'lonely', 'ship', 'awaits', 'the', 'return', 'of', 'it', ""'s"", 'crew', 'for', 'adventure', '.']"
Romanticism/richard-parkes-bonington/boulogne-sands-1827.jpg,adventure,"['These', 'traveler', 'remind', 'me', 'of', 'the', 'western', 'trail', 'in', 'the', 'United', 'States', '.', 'It', 'give', 'me', 'a', 'bright', 'sense', 'of', 'adventure', '.']"
Realism/vasily-surikov/under-the-rain-by-the-coach-to-black-river-1871.jpg,adventure,"['The', 'individual', 'seems', 'quite', 'ready', 'for', 'an', 'adventure', 'a', 'they', 'prepare', 'for', 'the', 'journey', 'at', 'hand', '.']"
Impressionism/john-singer-sargent/camping-at-lake-o-hara-1916.jpg,adventure,"['This', 'look', 'like', 'a', 'campground', 'for', 'ranger', 'out', 'in', 'the', 'wilderness', ',', 'it', 'ha', 'a', 'feeling', 'of', 'ruggedness', 'and', 'adventure', 'to', 'it', 'that', ""'s"", 'exciting', '.']"
Naive_Art_Primitivism/viorel-marginean/iarn-la-cenade-1992.jpg,skiing,"['These', 'mountain', 'look', 'perfect', 'for', 'skiing', 'since', 'they', ""'re"", 'capped', 'with', 'snow']"
Post_Impressionism/vincent-van-gogh/bridges-across-the-seine-at-asnieres-1887(1).jpg,adventure,"['The', 'boat', 'are', 'lined', 'up', 'along', 'the', 'shore', 'and', 'ready', 'for', 'adventure', '.']"
Romanticism/william-turner/chichester-canal.jpg,adventure,"['The', 'ship', 'shown', 'in', 'this', 'image', 'look', 'like', 'it', 'is', 'resting', ',', 'about', 'to', 'go', 'on', 'a', 'grand', 'adventure', '.']"
Impressionism/willard-metcalf/the-white-mantle.jpg,skiing,"['I', 'feel', 'like', 'I', 'want', 'to', 'sledding', 'or', 'skiing', '.']"
Romanticism/thomas-cole/view-of-l-esperance-on-the-schoharie-river-1828.jpg,adventure,"['The', 'man', 'standing', 'alone', 'feel', 'like', 'he', ""'s"", 'seeking', 'an', 'adventure', '.']"
Impressionism/john-singer-sargent/fortress-roads-and-rocks.jpg,adventure,"['This', 'really', 'pep', 'up', 'the', 'sense', 'of', 'adventure', 'in', 'my', 'soul', ',', 'like', 'I', ""'ve"", 'came', 'across', 'this', 'place', 'in', 'an', 'expedition', 'and', 'want', 'to', 'really', 'go', 'inside', 'the', 'building', '.']"
