pic_ID,symbol_word,utterance_lemmas
Northern_Renaissance/albrecht-durer/head-of-a-smiling-woman.jpg,abuse,"['This', 'woman', 'ha', 'bruise', 'on', 'her', 'face', 'and', 'body', ',', 'suggesting', 'she', ""'s"", 'been', 'abused']"
Romanticism/theodore-gericault/the-horse-market.jpg,violence,"['The', 'violence', 'going', 'on', 'in', 'this', 'painting', 'make', 'me', 'feel', 'worried', 'for', 'what', 'will', 'happen', 'next', 'in', 'it', '.']"
Realism/vasily-surikov/soldier-with-gun-1898-1.jpg,violence,"['This', 'man', 'appears', 'to', 'be', 'ready', 'for', 'violence', 'and', 'the', 'possibility', 'of', 'ending', 'the', 'life', 'of', 'others', '.']"
Impressionism/pierre-auguste-renoir/seated-nude-combing-her-hair.jpg,abuse,"['her', 'hair', 'look', 'like', 'the', 'length', 'cause', 'pain', '.', 'lacking', 'clothing', 'could', 'mean', 'abuse', 'or', 'Poverty']"
Realism/vasily-vereshchagin/bukhara-soldiers-sarbaz-1873.jpg,violence,"['reminds', 'me', 'of', 'violence', 'with', 'the', 'bow', 'and', 'I', ""'m"", 'not', 'a', 'fan']"
Northern_Renaissance/hans-holbein-the-younger/the-humiliation-of-the-emperor-valerian-by-the-persian-king-sapor-1521.jpg,violence,"['A', 'man', 'is', 'being', 'stepped', 'on', '!', 'How', 'horrible', '!', 'The', 'crowd', 'appears', 'to', 'be', 'passing', 'by', 'this', 'act', 'of', 'violence', 'with', 'weapon', 'raised', '.', 'It', 'look', 'like', 'they', 'are', 'on', 'their', 'way', 'to', 'another', 'act', 'of', 'violence', '.']"
Realism/vasily-vereshchagin/kazakh-woman-1867.jpg,violence,"['The', 'man', 'in', 'the', 'ceremonial', 'hat', 'seems', 'poised', 'on', 'the', 'brink', 'of', 'violence', '.']"
Romanticism/orest-kiprensky/portrait-ivan-dmitrevsky-1814.jpg,abuse,"['An', 'old', 'man', 'whom', 'probably', 'wa', 'wealthy', 'and', 'abused', 'his', 'power']"
Naive_Art_Primitivism/niko-pirosmani/russo-japanese-war.jpg,violence,"['This', 'image', 'depicts', 'war', 'and', 'violence', 'given', 'the', 'cannon', 'going', 'off', 'and', 'fire', 'in', 'the', 'distance', '.']"
Rococo/william-hogarth/the-triumph-of-representatives-1755.jpg,violence,"['Everyone', 'is', 'fighting', ',', 'there', ""'s"", 'lot', 'of', 'pain', 'and', 'violence', 'in', 'this', 'painting']"
Romanticism/gustave-dore/the-stoning-of-stephen.jpg,violence,"['Stephen', 'is', 'being', 'stoned', '.', 'Violence', 'make', 'me', 'sad', '.']"
Romanticism/fyodor-solntsev/royal-clothing-of-the-xvii-century.jpg,abuse,"['I', 'have', 'not', 'gotten', 'the', 'Catholic', 'sex', 'abuse', 'scandal', 'out', 'of', 'my', 'head', ',', 'so', 'seeing', 'what', 'appears', 'to', 'be', 'a', 'person', 'in', 'religious', 'clothes', 'that', 'I', 'associate', 'with', 'the', 'Catholic', 'church', 'I', 'feel', 'disgusted', '.']"
Romanticism/gustave-dore/the-israelites-slaughter-the-syrians.jpg,violence,"['There', 'are', 'a', 'lot', 'of', 'dead', 'body', 'and', 'violence', ',', 'and', 'the', 'text', 'includes', 'the', 'word', 'child']"
Romanticism/gustave-dore/entry-of-jesus-into-jerusalem.jpg,violence,"['These', 'people', 'look', 'like', 'they', 'are', 'fleeing', 'violence', '.', 'They', 'do', 'not', 'appear', 'to', 'be', 'happy', '.']"
Art_Nouveau_Modern/nicholas-roerich/king-mark-1912.jpg,abuse,"['The', 'person', 'doe', ""n't"", 'have', 'a', 'face', 'and', 'appears', 'to', 'be', 'an', 'authoritarian', 'in', 'nature', 'given', 'the', 'attire', '.', 'I', 'get', 'the', 'feeling', 'of', 'abuse', 'of', 'power', '.']"
Art_Nouveau_Modern/mikhail-vrubel/romeo-and-juliet.jpg,violence,"['There', 'are', 'various', 'people', 'with', 'sword', 'and', 'armor', 'who', 'have', 'fallen', 'after', 'a', 'bout', 'of', 'violence', '.']"
Realism/gustave-courbet/the-hallali-1869.jpg,abuse,"['The', 'elk', 'is', 'suffering', 'by', 'being', 'eaten', 'by', 'the', 'dog', ',', 'and', 'whipped', 'at', 'the', 'same', 'time', '.', 'The', 'horse', 'also', 'look', 'like', 'it', ""'s"", 'being', 'abused', '.']"
Abstract_Expressionism/sam-francis/middle-blue-iii-1959.jpg,violence,"['The', 'prominent', 'red', 'inspires', 'feeling', 'of', 'anger', '.', 'The', 'flowing', 'paint', 'and', 'sharp', 'symbol', 'reminds', 'me', 'of', 'violence']"
Baroque/peter-paul-rubens/boar-hunt.jpg,violence,"['This', 'painting', 'is', 'so', 'dark', '.', 'Also', 'it', 'look', 'like', 'a', 'lot', 'of', 'violence', 'is', 'happening', '.']"
Romanticism/gustave-dore/don-quixote-44.jpg,violence,"['I', 'do', ""n't"", 'like', 'the', 'violence', 'in', 'this', 'picture']"
Baroque/jan-steen/wedding-of-sarah-and-tobias.jpg,violence,"['There', 'appears', 'to', 'be', 'a', 'lot', 'of', 'violence/death', 'in', 'this', 'image', '.', 'The', 'dead', 'people', 'surrounded', 'by', 'angel', 'is', 'creepy/scary', '.']"
Romanticism/gustave-dore/don-quixote-80.jpg,violence,"['The', 'scene', 'seem', 'to', 'depict', 'men', 'squaring', 'off', 'the', 'fight', ',', 'and', 'violence', 'doe', ""n't"", 'appeal', 'to', 'me', '.']"
Post_Impressionism/irma-stern/the-initiate-1935.jpg,abuse,"['This', 'little', 'girl', 'look', 'like', 'she', 'ha', 'been', 'abused', 'and', 'is', 'lonely', 'and', 'scared', '.']"
Abstract_Expressionism/salvador-dali/faciamus-hominem-genesis-1-26-1964.jpg,violence,"['The', 'brown', 'splotch', 'is', 'like', 'a', 'heart', ',', 'containing', 'power', 'and', 'violence', 'ready', 'to', 'kick', 'it', 'way', 'out', '.']"
Romanticism/gustave-dore/queen-vashti-refuses-to-obey-ahasuerus-command.jpg,violence,"['The', 'man', 'in', 'the', 'center', 'is', 'holding', 'a', 'man', 'from', 'engaging', 'in', 'violence', 'with', 'another', 'man', '.']"
Art_Nouveau_Modern/nicholas-roerich/kremlin-tower-in-novgorod-1903.jpg,violence,"['The', 'red', 'splotch', 'on', 'the', 'white', 'building', 'seems', 'to', 'imply', 'that', 'violence', 'took', 'place', 'here', '.']"
Naive_Art_Primitivism/yiannis-tsaroychis/tsamikos-dance-on-the-shore-1978.jpg,violence,"['I', ""'m"", 'not', 'liking', '-', 'or', 'understanding', '-', 'the', 'violence', 'going', 'on', 'up', 'top', '.', 'Looks', 'like', 'wrestling', '.', 'The', 'scene', 'below', 'baffle', 'me', '.', 'It', ""'s"", 'done', 'in', 'dark', ',', 'foreboding', 'colors..', 'almost', 'make', 'me', 'cringe', '.']"
Romanticism/gustave-dore/the-crusaders-on-the-nile.jpg,violence,"['a', 'war', 'is', 'only', 'worth', 'fighting', 'if', 'you', 'can', 'do', 'it', 'without', 'violence']"
