pic_ID,symbol_word,utterance_lemmas
Realism/theodor-severin-kittelsen/dra-en-lort-sa-jeg(2).jpg,death,"['The', 'man', 'is', 'sweating', 'to', 'death', 'since', 'he', ""'s"", 'carrying', 'such', 'a', 'heavy', 'basket']"
Post_Impressionism/vincent-van-gogh/woman-with-hat-half-length-1886.jpg,death,"['half', 'the', 'figure', ""'s"", 'face', 'is', 'plunged', 'into', 'black', 'ink', 'a', 'if', 'they', 'are', 'at', 'the', 'edge', 'of', 'death']"
Impressionism/t.-c.-steele/the-bloom-of-the-grape-1893.jpg,death,"['This', 'painting', 'is', 'cloaked', 'in', 'red', ',', 'which', 'symbolizes', 'injury', 'and', 'death']"
Northern_Renaissance/lucas-cranach-the-elder/the-crucifixion-1503-1.jpg,death,"['Two', 'men', 'are', 'being', 'hung', 'to', 'death', ',', 'and', 'the', 'couple', 'standing', 'on', 'the', 'ground', 'refuse', 'to', 'help']"
Northern_Renaissance/rogier-van-der-weyden/triptych-of-the-redemption-1459.jpg,death,"['A', 'story', 'of', 'the', 'Messiah', 'from', 'birth', 'through', 'to', 'his', 'death']"
Realism/vasily-perov/arriving-at-an-the-consequence-1857.jpg,death,"['This', 'almost', 'make', 'me', 'want', 'to', 'cry', '.', 'The', 'person', 'in', 'white', 'with', 'tied', 'hand', 'and', 'pleading', 'look', 'on', 'his', 'face', 'make', 'me', 'think', 'he', ""'s"", 'walking', 'into', 'his', 'death', '.', 'It', 'make', 'me', 'sad', '.']"
Realism/vasily-polenov/the-burnt-forest-1881.jpg,death,"['The', 'yellow', 'and', 'decaying', 'field', 'is', 'filled', 'with', 'symbol', 'of', 'death', 'and', 'decrepitude', '.']"
Romanticism/taras-shevchenko/st-sebastian-1856.jpg,death,"['Hanging', 'tied', 'from', 'a', 'tree', 'with', 'an', 'arrow', 'piercing', 'his', 'torso', ',', 'the', 'imminent', 'death', 'of', 'this', 'character', 'may', 'be', 'because', 'of', 'the', 'crucifix', 'around', 'his', 'neck', ',', 'so', 'sad..']"
Realism/jean-francois-millet/the-flight-into-egypt.jpg,death,"['Dark', ',', 'and', 'the', 'figure', 'are', 'in', 'silhouette', ',', 'the', 'one', 'on', 'the', 'right', 'look', 'like', 'it', 'might', 'be', 'Death', '.']"
Romanticism/viktor-vasnetsov/monomakh-s-hunting.jpg,death,"['This', 'picture', 'seems', 'to', 'represent', 'the', 'crusade', 'which', 'wa', 'a', 'horrific', 'time', 'in', 'Christian', 'history', 'when', 'the', 'church', 'used', 'military', 'tactic', 'and', 'threat', 'of', 'death', 'and', 'imprisonment', 'to', '``', 'further', 'the', 'Gospel', ""''""]"
