pic_ID,symbol_word,utterance_lemmas
Impressionism/mary-cassatt/portrait-of-a-young-woman-in-green.jpg,excitement,"['bold', 'orangish', 'maroon', 'of', 'background', ',', 'dark', 'color', 'of', 'clothing', ',', 'fun', 'set', 'of', 'the', 'hat', 'give', 'a', 'feeling', 'of', 'excitement', 'and', 'anticipation']"
Realism/konstantin-makovsky/by-the-open-window.jpg,excitement,"['The', 'girl', 'is', 'bent', 'out', 'the', 'window', 'like', 'she', 'see', 'someone', 'she', 'want', 'to', 'interact', 'with', ',', 'and', 'her', 'body', 'language', 'make', 'her', 'excitement', 'contagous', '.']"
Impressionism/samuel-mutzner/trandafiri-la-balcic-1930.jpg,excitement,"['The', 'colorful', 'flower', 'in', 'the', 'foreground', 'create', 'a', 'buzz', 'of', 'excitement', 'before', 'moving', 'toward', 'the', 'more', 'bland', 'town', 'above', '.']"
Post_Impressionism/wassily-kandinsky/winter-landscape-1909.jpg,excitement,"['A', 'vibrant', 'night', 'come', 'forth', 'causing', 'thought', 'and', 'feeling', 'of', 'excitement', 'for', 'what', 'the', 'evening', 'will', 'bring', '.']"
Romanticism/rudolf-von-alt/figures-on-the-riva-degli-schiavone-1840.jpg,excitement,"['Lots', 'of', 'people', ',', 'perhaps', 'up', 'to', '100', 'different', 'people', 'in', 'this', 'scene', 'all', 'doing', 'their', 'own', 'thing', '.', 'Love', 'the', 'city', 'tile', 'and', 'excitement', 'that', 'you', 'can', 'pick', 'up', 'from', 'this', 'piece', '.']"
Post_Impressionism/theo-van-rysselberghe/in-the-shade-of-the-pines-1905.jpg,excitement,"['The', 'privacy', 'of', 'this', 'moment', 'add', 'an', 'excitement', 'and', 'anticipation', 'to', 'this', 'intimate', 'moment', '.']"
Impressionism/eugene-boudin/fishwomen-at-berck.jpg,excitement,"['We', ""'re"", 'safe', 'and', 'sound', 'but', 'also', 'needing', 'some', 'excitement', '!']"
Expressionism/wassily-kandinsky/all-saints-day-ii-1911.jpg,excitement,"['The', 'energy', 'from', 'all', 'the', 'bright', 'color', 'of', 'blue', ',', 'yellow', ',', 'red', 'and', 'all', 'the', 'tumbling', 'figure', 'give', 'a', 'feeling', 'of', 'a', 'carnival', 'and', 'excitement', '.']"
Impressionism/maxime-maufra/landscape.jpg,excitement,"['There', 'is', 'not', 'much', 'going', 'on', 'in', 'the', 'painting', 'a', 'there', 'is', 'no', 'life', 'or', 'excitement', '.']"
Impressionism/john-henry-twachtman/fishing-boats-at-gloucester.jpg,excitement,"['Seeing', 'the', 'boat', 'calmly', 'docked', 'amp', 'up', 'your', 'excitement', 'of', 'the', 'hustle', 'and', 'bustle', 'that', 'is', 'probably', 'about', 'to', 'come', 'a', 'the', 'day', 'begin', '.']"
Impressionism/istvan-nagy/schoolboy-1932.jpg,excitement,"['The', 'image', 'is', 'lacking', 'in', 'colr', 'and', 'excitement', '.', 'Extremely', 'bland', '.']"
Realism/john-singer-sargent/madame-errazuriz-also-known-as-the-lady-in-black.jpg,excitement,"['The', 'woman', 'is', 'beaming', 'with', 'excitement', 'about', 'good', 'news', 'she', 'just', 'received']"
Impressionism/konstantin-korovin/in-conjunction-1886.jpg,excitement,"['The', 'image', 'is', 'unrefined', 'and', 'under', 'finished', '.', 'Lacks', 'excitement', '.']"
Realism/vincent-van-gogh/hand-with-bowl-and-a-cat-1885(1).jpg,excitement,"['I', 'feel', 'the', 'excitement', 'for', 'the', 'kitty', 'because', 'dhes', 'going', 'to', 'get', 'her', 'milk']"
Impressionism/edgar-degas/dancer-standing-study-1872.jpg,excitement,"['The', 'pristine', 'pose', 'of', 'the', 'dancer', 'in', 'her', 'beautiful', 'costume', ',', 'her', 'shadow', 'falling', 'darkly', 'against', 'the', 'backdrop', 'of', 'the', 'stage', ',', 'is', 'caught', 'in', 'the', 'excitement', 'and', 'magic', 'of', 'a', 'performance', '.', 'The', 'plain', 'background', ',', 'filled', 'solely', 'with', 'the', 'dancer', ""'s"", 'presence', ',', 'capture', 'the', 'silent', 'audience', 'focusing', 'all', 'their', 'attention', 'on', 'the', 'ballerina', '.']"
Impressionism/john-singer-sargent/the-bathers-1917.jpg,excitement,"['Muscular', ',', 'naked', 'men', 'reclinging', 'on', 'the', 'beach', 'on', 'a', 'lovely', ',', 'sunny', 'day', 'creates', 'a', 'surge', 'of', 'excitement', 'and', 'interest', '.']"
Impressionism/edgar-degas/jockeys-1.jpg,excitement,"['The', 'rider', 'are', 'about', 'to', 'engage', ',', 'or', 'have', 'recently', 'engaged', ',', 'in', 'sport', 'and', 'the', 'horse', 'are', 'excited', ',', 'one', 'rearing', 'slightly', 'into', 'the', 'air', ',', 'and', 'I', 'feel', 'his', 'excitement', 'is', 'contagious', '.']"
Romanticism/paul-cezanne/landscape-1870.jpg,excitement,"['There', ""'s"", 'a', 'sense', 'of', 'excitement', 'here', 'seeing', 'a', 'trail', 'in', 'nature', 'bounded', 'by', 'rock', '.', 'It', 'make', 'me', 'want', 'to', 'get', 'out', 'and', 'explore', '!']"
Realism/vasily-polenov/feast-of-vladimir-the-red-sun-1883.jpg,excitement,"['This', 'feast', 'scene', 'is', 'full', 'of', 'happiness', 'and', 'excitement', ',', 'with', 'all', 'of', 'the', 'people', 'clearly', 'enjoying', 'themselves', '.']"
Impressionism/konstantin-korovin/paris-venice-street-1927.jpg,excitement,"['The', 'hustle', 'and', 'bustle', 'of', 'an', 'evening', 'out', 'brings', 'excitement', 'of', 'what', 'the', 'evening', 'ha', 'in', 'store', '.']"
Impressionism/pierre-auguste-renoir/seated-nude-combing-her-hair.jpg,excitement,"['The', 'woman', ""'s"", 'downward', 'gaze', 'and', 'her', 'relaxed', 'body', 'create', 'a', 'feeling', 'of', 'repose', ',', 'contentment', ',', 'and', 'not', 'one', 'of', 'excitement', '.']"
Realism/odilon-redon/bouquet-of-flowers-in-a-blue-vase-1.jpg,excitement,"['The', 'flower', 'create', 'excitement', 'with', 'the', 'variety', 'of', 'color', '-', 'like', 'a', 'balloon', 'bouquet', '.']"
