pic_ID,symbol_word,utterance_lemmas
Romanticism/william-turner/fishermen-at-sea.jpg,danger,"['The', 'boat', 'make', 'a', 'dangerous', 'journey', 'alone', 'at', 'night', '.']"
Realism/vasily-polenov/tiberias-gennesaret-lake-1.jpg,peril,"['The', 'murky', ',', 'perilous', 'sea', 'appears', 'ominous', 'for', 'those', 'willing', 'to', 'enter', 'it', 'by', 'any', 'manner', 'and', 'the', 'distant', 'mountain', 'are', 'barren', 'and', 'void', 'of', 'life', '.']"
Realism/vasily-perov/arriving-at-an-the-consequence-1857.jpg,danger,"['The', 'woman', 'seems', 'in', 'danger', 'a', 'the', 'man', 'is', 'grabbing', 'her', 'quite', 'strictly', '.']"
Northern_Renaissance/hans-baldung/altar-of-st-john-the-baptist-1520.jpg,danger,"['the', 'painting', 'make', 'me', 'think', 'someone', 'is', 'in', 'danger']"
Impressionism/konstantin-korovin/murmansk-coast-1894.jpg,danger,"['The', 'color', 'are', 'dark', 'and', 'gloomy', 'and', 'the', 'dangerous', 'slightly', 'deep', 'pit', 'in', 'the', 'middle', 'feel', 'ominous', '.']"
Impressionism/max-liebermann/portrait-of-professor-dr-carl-bernstein-1892.jpg,danger,"['This', 'man', 'look', 'somewhat', 'startled', ',', 'a', 'though', 'danger', 'ha', 'come', 'across', 'him']"
Realism/klavdy-lebedev/svyatoslav-s-meeting-with-emperor-john-as-described-by-leo-the-deacon-1916.jpg,risk,"['The', 'man', 'leaning', 'towards', 'the', 'water', 'a', 'if', 'falling', 'in', 'is', 'a', 'lessor', 'risk', 'than', 'the', 'authoritative', 'looking', 'figure', 'on', 'shore', '.']"
Romanticism/sir-lawrence-alma-tadema/unwelcome-confidences-1902.jpg,danger,"['The', 'woman', 'seem', 'quite', 'happy', 'to', 'be', 'sitting', 'atop', 'the', 'skin', 'of', 'an', 'endangered', 'animal', '.']"
Impressionism/james-ensor/the-bathing-hut-afternoon-july-29-1876-1876.jpg,danger,"['Heavy', 'gray', 'cloud', 'signal', 'impending', 'thunderstorm', 'that', 'are', 'very', 'dangerous']"
Northern_Renaissance/pieter-bruegel-the-elder/armed-three-master-with-daedalus-and-icarus-in-the-sky-1562.jpg,danger,"['The', 'wave', 'of', 'the', 'water', 'look', 'strong', 'and', 'dangerous', '.']"
Northern_Renaissance/hieronymus-bosch/tiptych-of-temptation-of-st-anthony-1506.jpg,danger,"['The', 'men', 'are', 'engaging', 'in', 'heavy-duty', 'warfare', 'with', 'dangerous', 'weapon']"
